Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
Loviisa-Porvoo/Emäsalo–Vessölandet;"60° 15' 10.32"" N, 25° 42' 10.02"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-17T19:20:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Konsajärvi (65.592.1.017)/Hevoskummun Upseeriparantola";"67° 8' 0.49"" N, 25° 48' 7.61"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2025-07-18T17:10:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Tuuli on sekoittanut sinilevän veden sekaan, eikä levä ole vielä noussut vedenpintaan laajoiksi lautoiksi."
"Virolahden sisäsaaristo/Hanskinlahti";"60° 29' 23.93"" N, 27° 37' 47.69"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-22T21:06:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Erittäin runsaasti sinilevää länsirannalla."
"Örön ja Jurmon välinen ulkosaaristoalue/Valtakunnallinen sinileväseuranta (Trunsö)";"59° 52' 53.99"" N, 21° 46' 24.00"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-23T06:43:27;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kotka-Hamina-Virolahti ulko/Haapasaari, Kylänlahti";"60° 17' 19.05"" N, 27° 11' 38.70"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-23T14:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Maalimaisia kelluvia levälauttajonoja ja lauttoja paikoin."
"Suvisaaristo-Lauttasaari/Stora Herrö, Söderviken";"60° 4' 56.81"" N, 24° 39' 31.47"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-23T14:49:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
Klobbfjärden/Dyviken;"60° 23' 0.53"" N, 26° 23' 13.75"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-23T15:01:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Virolahden sisäsaaristo/Havaintopaikka 1";"60° 29' 40.92"" N, 27° 29' 2.09"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-24T11:28:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Gullkronan selän ulkosaaristoalue/Kråkskär";"59° 58' 33.54"" N, 22° 2' 52.26"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-24T17:05:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
Suvisaaristo-Lauttasaari/Länsilahti;"60° 8' 49.12"" N, 24° 52' 34.22"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-27T14:15:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Suvisaaristo-Lauttasaari/Iso Vasikkasaari, uimaranta";"60° 8' 27.58"" N, 24° 45' 47.72"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-27T14:59:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kotka-Hamina-Virolahti ulko/Tammio";"60° 24' 2.60"" N, 27° 25' 42.34"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-27T15:20:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
Suvisaaristo-Lauttasaari/Riihilahti;"60° 9' 28.36"" N, 24° 51' 26.53"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-07-28T14:05:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Konsajärvi (65.592.1.017)/Hevoskummun Upseeriparantola";"67° 8' 0.49"" N, 25° 48' 7.61"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2025-07-29T12:28:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Tuulten laannuttua sinilevälautat ovat kerääntyneet jälleen Konsajärven rannoille."
"Kirkonsalmi - Nuikonlahti/Ruokorauma-Nuikonlahti";"60° 24' 30.69"" N, 21° 54' 5.61"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-07-30T20:58:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Pinnalla kukkii. Pinnalla myös runsaasti irronnutta ärviää ja muuta levää."
"Konsajärvi (65.592.1.017)/Hevoskummun Upseeriparantola";"67° 8' 0.49"" N, 25° 48' 7.61"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2025-07-31T14:15:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Sinilevälautat kasaantuvat tyynellä kelillä puuroksi rantaan."
"Summan edusta/Popanniemi";"60° 32' 4.39"" N, 27° 4' 56.55"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-10T14:30:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Tammion saaristoalue (91.113)/Valtakunnallinen sinileväseuranta (Suomenlahti, Huovari)";"60° 23' 18.66"" N, 27° 39' 18.74"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-11T14:35:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Näytteenottajien havainto seurantanäytteenoton yhteydessä: Levärunsaus, silmäm. havainto = 3 (erittäin runsaasti levää)."
"Haminan rannikkoalue (91.112)/Valtakunnallinen sinileväseuranta (Suomenlahti, Tammio)";"60° 26' 1.72"" N, 27° 23' 14.47"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-11T15:49:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Näytteenottajien havainto seurantanäytteenoton yhteydessä: Levärunsaus, silmämäär. havainto = 3 (erittäin runsas)."
"Pyhäjärvi (16.003.1.001)/Pyykkiniekan uimaranta";"60° 44' 21.67"" N, 26° 5' 37.27"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-08-12T09:59:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Seurasaari/Rotarien sinileväseuranta (Munkkiniemen mattolaituri, Torpanranta)";"60° 11' 40.67"" N, 24° 52' 12.72"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-12T12:18:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Enäjärvi (22.005.1.001)/Riilahti";"60° 21' 16.36"" N, 24° 22' 44.31"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-14T08:34:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Tasainen sinilevälautta koko järvellä. Ei tuulta. Näkösyvyys 0–20 cm."
"Hiidenvesi (23.031.1.001)/Rysätarha";"60° 22' 45.42"" N, 24° 16' 25.25"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-14T10:31:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Lohjanjärvi (23.021.1.001)/Aurlahden uimaranta";"60° 14' 51.44"" N, 24° 3' 12.72"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-14T16:01:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkonkylän veneranta";"60° 24' 54.57"" N, 24° 18' 54.70"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-14T17:47:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Saarentaanjärvi (27.032.1.004)/Saarentaanjärvi";"60° 37' 57.07"" N, 23° 28' 3.60"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-17T13:16:00;3;;-;"Tavallisen käyttäjän ylläpitämä";Sinilevää.
"Luvian ulkosaaristo/Marikarinniemi, Luvia";"61° 19' 2.98"" N, 21° 31' 26.77"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-18T08:56:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Askaistenlahti/Luonnonmaa Kunnainen";"60° 28' 22.61"" N, 21° 58' 43.96"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-18T10:19:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Valkeinen (04.272.1.097)/Keskustan Valkeisen uimaranta";"62° 53' 14.61"" N, 27° 39' 44.69"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-08-23;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Virolahden sisäsaaristo/Hanskinlahti";"60° 29' 23.93"" N, 27° 37' 47.69"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-24T09:37:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
Box/Björnholmen;"59° 53' 57.06"" N, 23° 23' 50.69"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-30T11:48:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
Mannervesi/Koivuniemi;"61° 0' 5.47"" N, 21° 18' 31.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-31T11:17:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Sinileväpuuroa rannalla."
"Vanajavesi (yhd.)/Kuhanselkä, Mälkiäinen";"61° 11' 56.19"" N, 24° 16' 0.88"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-08-31T13:32:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Karhiniemen alue (35.122)/Pälpälän uimaranta";"61° 16' 21.36"" N, 22° 23' 22.20"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-08-31T14:51:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kirkkojärvi (95.110.1.020)/Valtakunnallinen sinileväseuranta (Rymättylän Kirkkojärvi)";"60° 22' 15.30"" N, 21° 55' 58.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-01T11:52:22;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kyrösjärvi (35.521.1.001)/Valtakunnallinen sinileväseuranta (Paijalanranta)";"61° 40' 8.40"" N, 23° 13' 44.04"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-01T14:12:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pääjärvi (14.631.1.001)/Valtakunnallinen sinileväseuranta (Riuttaniemi)";"62° 52' 15.60"" N, 24° 47' 3.48"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-02T10:34:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Enäjärvi (22.005.1.001)/Valtakunnallinen sinileväseuranta";"60° 20' 18.96"" N, 24° 21' 38.52"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-02T15:00:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hiidenvesi (23.031.1.001)/Rotarien sinileväseuranta (Hiidenranta)";"60° 20' 50.64"" N, 24° 17' 9.60"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-02T17:15:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tilanne muuttui nopeasti surkeaksi."
"Heiniö (14.937.1.014)/Länsiranta";"62° 14' 3.67"" N, 27° 11' 44.38"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-09-06T09:51:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Vanajavesi (yhd.)/Kuhanselkä, Mälkiäinen";"61° 11' 56.19"" N, 24° 16' 0.88"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-06T19:34:12;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (35.774.1.001)/Lehdesmäki";"61° 11' 18.07"" N, 24° 38' 20.73"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-09-07T07:42:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Havaintopaikka 6";"61° 20' 58.15"" N, 23° 34' 40.61"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-08T13:11:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Reposaaren - Outoorin alue/Topin ranta";"61° 35' 27.67"" N, 21° 28' 24.55"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-08T20:20:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Rantaan kertynyt noin 50 cm leveä paksu puuromainen kaistale. Muuten vedessä pintamuodostumaa laajalti. Vuodesta 2001 lähtien 1. kerta, kun näin runsas sinilevähavainto. Tänä kesänä ja kerran aikaisemmin ollut hellepäivänä pintahippua, mikä on kadonnut tuulen mukana seuraavaksi päiväksi."
"Haukivesi (Saimaa) (04.211.1.001)/Valtakunnallinen sinileväseuranta (Joroisselkä, venesataman uimaranta)";"62° 9' 44.35"" N, 27° 52' 31.93"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T09:27:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Paimionlahti ja Paimionselän sisäosa/Valtakunnallinen sinileväseuranta (Paimionlahti, Harvaluodon uimaranta)";"60° 22' 14.99"" N, 22° 30' 56.58"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T11:36:48;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (95.110.1.020)/Valtakunnallinen sinileväseuranta (Rymättylän Kirkkojärvi)";"60° 22' 15.30"" N, 21° 55' 58.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T11:53:28;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kyrösjärvi (35.521.1.001)/Valtakunnallinen sinileväseuranta (Paijalanranta)";"61° 40' 8.40"" N, 23° 13' 44.04"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T12:43:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Köyliönjärvi (34.054.1.001)/Valtakunnallinen sinileväseuranta (Yttilän Otta)";"61° 6' 19.80"" N, 22° 21' 29.88"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T15:36:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vanajavesi (yhd.)/Rotarien sinileväseuranta (Poransaarenranta)";"61° 3' 14.82"" N, 24° 24' 42.01"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T16:00:00;3;;"Valtakunnallinen leväseuranta";"Tavallisen käyttäjän ylläpitämä";
"Simpelejärvi (yhd.)/Mustienpohjanlahti";"61° 36' 2.72"" N, 29° 25' 53.26"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-09-09T16:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Voimakkaat sinileväkukinnot, vihreää yhtenäistä puuroa eri sävyissä."
"Kymijärvi (14.164.1.001)/Valtakunnallinen sinileväseuranta (Kariston uimaranta)";"60° 58' 43.95"" N, 25° 45' 4.93"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2025-09-11T08:19:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Suvisaaristo-Lauttasaari/Pajalahden satama";"60° 9' 29.84"" N, 24° 53' 14.58"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-18T19:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Välijoen yläosan alue (47.023)/Joutenvirta";"63° 17' 51.96"" N, 23° 36' 42.87"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-19T20:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kyläjärvi (35.781.1.004)/Järventausta";"61° 17' 20.68"" N, 24° 42' 37.48"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-09-21T15:53:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Rusutjärvi (21.083.1.001)/Valtakunnallinen sinileväseuranta (uimaranta)";"60° 25' 47.28"" N, 24° 59' 17.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-10T12:33:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rusutjärvi (21.083.1.001)/Uimaranta";"60° 25' 46.85"" N, 24° 59' 20.60"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-11T07:23:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (34.031.1.001)/Pehkuranta, Jokisuuntie";"60° 54' 5.85"" N, 22° 22' 52.30"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-14T21:22:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Rusutjärvi (21.083.1.001)/Uimaranta";"60° 25' 46.85"" N, 24° 59' 20.60"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-16T07:33:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Rusutjärvi (21.083.1.001)/Valtakunnallinen sinileväseuranta (uimaranta)";"60° 25' 47.28"" N, 24° 59' 17.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-16T13:01:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (35.713.1.022)/Valtakunnallinen sinileväseuranta";"61° 27' 16.56"" N, 24° 2' 33.00"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-17T13:49:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Saimaa (04.112.1.001)/Pulkinniemenlahti";"61° 18' 42.18"" N, 28° 44' 19.31"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T11:27:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Simpelejärvi (yhd.)/Kärkilahti";"61° 35' 44.05"" N, 29° 27' 18.43"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-18T13:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Pitkälampi (04.333.1.003)/Havaintopaikka 1";"62° 45' 14.48"" N, 29° 52' 18.45"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-21T10:03:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Vahva sinilevän ummehtunut haju."
"Orivesi (Saimaa) (04.311.1.001)/Ojalahti";"62° 30' 24.45"" N, 29° 17' 49.79"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2025-06-22T09:01:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Murtonen (04.177.1.004)/Havaintopaikka 1";"61° 52' 26.59"" N, 27° 47' 20.09"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-23T10:49:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Haukivesi (Saimaa) (04.211.1.001)/Kalmoluoto";"61° 58' 33.04"" N, 28° 38' 22.20"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-23T12:47:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Rotarien sinileväseuranta (Koskenselkä, Jyväniemi)";"61° 32' 44.58"" N, 28° 8' 3.17"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T11:48:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Virolahden rannikkoalue (91.111)/Valtakunnallinen sinileväseuranta (Suomenlahti, Virolahti, Rautalanselkä)";"60° 32' 40.10"" N, 27° 44' 51.51"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-25T12:52:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Hurpun merivartioaseman havaintojen mukaan Virolahden Rautalanselällä ja Hurpun aseman edustalla vedenpinnalla on männyn siitepölyä ja vedessä ilmeisesti myös runsaasti levähippua. Sinilevämäärän tulkinta on nyt ollut vaikeaa, mutta Syken Tarkka-palvelun maanantain 23.6. satelliittikuvan perusteella (tosivärikuva) ainakin Virolahden suualueella pilviverhon läpi erottuu vihertävänä pintavesikerroksessa levää."
"Purmojärvi (46.041.1.001)/Paloniemi";"63° 16' 37.28"" N, 23° 18' 49.11"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-26T14:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Alvajärvi (14.481.1.001)/Seläntaus";"63° 19' 12.26"" N, 25° 33' 2.11"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T09:01:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Sonkari (14.762.1.001)/Havaintopaikka 2";"62° 48' 46.74"" N, 26° 33' 13.35"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T10:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Toiviaisjärvi (04.552.1.013)/Valtakunnallinen sinileväseuranta (Kaarteenperä)";"63° 32' 40.75"" N, 26° 31' 17.75"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T11:30:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Oulun edusta/Havaintopaikka 1";"65° 4' 21.29"" N, 25° 23' 17.54"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T14:40:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Isojärvi - Salmijärvi - Rimpi (14.477.1.004)/Isojärvi";"63° 3' 32.49"" N, 26° 15' 44.56"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-27T17:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Kuivaniementie";"61° 7' 36.92"" N, 27° 57' 36.96"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T09:03:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Juolasvesi - Sarkavesi (14.913.1.001)/Havaintopaikka 2";"61° 23' 22.12"" N, 26° 37' 47.32"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2025-06-28T10:15:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
