Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
"Isojärvi (18.063.1.002)/Uimaranta";"60° 33' 42.69"" N, 25° 21' 17.27"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-07-04T20:04:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Rannalla virallinen varoitus sinilevästä."
"Jumalisjärvi (59.692.1.001)/Valtakunnallinen sinileväseuranta";"64° 43' 35.40"" N, 29° 13' 27.48"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2022-07-05T14:28:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kastbälgen (83V128.1.016)/Havaintopaikka 1";"63° 15' 20.73"" N, 21° 51' 23.00"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-07-12T15:46:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Rokuanjärvi (57.045.1.002)/Valtakunnallinen sinileväseuranta";"64° 32' 21.48"" N, 26° 32' 8.88"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-07-13T09:27:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman edusta/Puksula";"61° 8' 15.26"" N, 21° 27' 39.10"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-07-13T11:18:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
Ströömi/Sannanlahti;"60° 32' 46.67"" N, 21° 20' 27.21"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-07-18T11:58:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Rauman edusta/Otanlahti";"61° 8' 6.59"" N, 21° 28' 12.53"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-07-18T18:25:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Seurasaari/Rotarien sinileväseuranta (Laajalahti, Munkkiniemenranta)";"60° 11' 50.61"" N, 24° 51' 59.06"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-07-25T13:15:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Suuri-Onkamo (04.372.1.001)/Valtakunnallinen sinileväseuranta (Ruunaluoto)";"62° 20' 17.88"" N, 30° 1' 4.44"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2022-07-26T08:17:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Jumalisjärvi (59.692.1.001)/Valtakunnallinen sinileväseuranta";"64° 43' 35.40"" N, 29° 13' 27.48"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2022-07-26T19:07:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hiidenvesi (23.031.1.001)/Rysätarha";"60° 22' 46.02"" N, 24° 16' 25.46"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-07-30T11:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Jouttenus (35.329.1.009)/Puikkarin ranta";"61° 49' 27.53"" N, 24° 0' 20.81"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-07-31T16:08:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Jouttenus (35.329.1.009)/Jouttenus";"61° 49' 28.36"" N, 24° 0' 27.68"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-01T13:06:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Suuri-Onkamo (04.372.1.001)/Suuri-Onkamo";"62° 18' 48.40"" N, 29° 59' 14.72"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2022-08-01T15:19:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Rokuanjärvi (57.045.1.002)/Valtakunnallinen sinileväseuranta";"64° 32' 21.48"" N, 26° 32' 8.88"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-02T13:34:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rauman edusta/Valtakunnallinen sinileväseuranta (Syväraumanlahti)";"61° 8' 15.09"" N, 21° 28' 16.52"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-08-08T09:30:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vanajavesi (yhd.)/Havaintopaikka 4";"61° 0' 0.04"" N, 24° 28' 18.24"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-08-08T12:14:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (16.003.1.001)/Pyykkiniekan uimaranta";"60° 44' 21.67"" N, 26° 5' 37.27"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-08-09T09:23:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärven lähialue (35.211)/Heinälahti";"61° 14' 36.78"" N, 23° 42' 51.32"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-09T14:06:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Levää koko Heinälahdessa."
"Maaninkajärvi (04.282.1.001)/Keskisaari";"63° 10' 13.83"" N, 27° 14' 47.36"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-08-10T09:55:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Alajärvi (47.043.1.001)/Havaintopaikka 1";"63° 0' 41.73"" N, 23° 49' 27.74"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-11T21:35:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kikurinjärvi (35.289.1.008)/Rotarien sinileväseuranta";"61° 9' 47.76"" N, 23° 26' 13.07"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-13T11:49:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Lappajärvi (47.031.1.001)/Karvalan uimaranta";"63° 8' 42.93"" N, 23° 32' 45.15"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-14T13:33:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hangon läntisen selän ulkosaaristoalue/Havaintopaikka 7";"59° 49' 56.61"" N, 22° 20' 57.68"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-08-15T07:15:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Jumalisjärvi (59.692.1.001)/Valtakunnallinen sinileväseuranta";"64° 43' 35.40"" N, 29° 13' 27.48"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2022-08-17T15:05:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkonsalmi - Nuikonlahti/Ruokorauma-Nuikonlahti";"60° 24' 30.69"" N, 21° 54' 5.61"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-08-18T10:45:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Sinilevä on lisääntynyt koko viikon."
"Kirkonsalmi - Salavainen - Kolkka/Rotarien sinileväseuranta (Pölläniemi)";"60° 29' 25.84"" N, 21° 48' 40.20"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-08-18T15:34:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tyyni keli ja ennennäkemätön helle elokuussa on kiihdyttäneet kukinnat huippuunsa."
"Suuri-Onkamo (04.372.1.001)/Havaintopaikka 2";"62° 17' 57.48"" N, 30° 2' 11.65"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2022-08-23T13:44:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Salmijärvi (21.045.1.007)/Lammasniemi";"60° 22' 10.78"" N, 24° 30' 16.97"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-26T20:31:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Rysätarha";"60° 22' 46.09"" N, 24° 16' 26.01"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-08-27T11:10:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Suuri-Onkamo (04.372.1.001)/Valtakunnallinen sinileväseuranta (Piranlahti)";"62° 18' 35.50"" N, 29° 59' 38.10"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2022-08-30T08:16:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Rokuanjärvi (57.045.1.002)/Valtakunnallinen sinileväseuranta";"64° 32' 21.48"" N, 26° 32' 8.88"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-09-07T06:48:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kurkelanjärvi (24.032.1.001)/Koiralahti";"60° 17' 12.50"" N, 23° 33' 55.46"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-09-10T16:36:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Mommilanjärvi (35.823.1.007)/Rotarien sinileväseuranta (Arponiemi)";"60° 51' 57.74"" N, 25° 2' 9.55"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-09-11T14:43:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Levän alue suurentunut huomattavasti verrattuna pari viikkoa sitten tehtyyn havaintoon.Koko ranta ja syvemmälle järvelle ulottuva alue on vihreän sinilevälautan peitossa."
"Vanajavesi (yhd.)/Rauttunlahti";"61° 11' 55.02"" N, 23° 58' 50.57"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-09-12T18:58:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Vanajavesi (yhd.)/Rauttunlahti";"61° 11' 49.59"" N, 23° 58' 51.06"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-09-17T16:07:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Vanajavesi (yhd.)/Rauttunlahti";"61° 11' 49.44"" N, 23° 58' 49.03"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-09-23T16:03:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Papinsaari";"60° 21' 31.61"" N, 24° 17' 41.33"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-09-24T15:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hakkenpää - Tuulvesi/Mussalo";"60° 32' 46.85"" N, 21° 33' 10.64"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-14T09:47:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Luodonjärvi (99.110.1.001)/Ladugrundet";"63° 44' 11.75"" N, 22° 51' 32.34"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-20T10:52:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Alasjärvi (35.214.1.004)/Alasjärvi";"61° 30' 8.43"" N, 23° 52' 51.32"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-20T17:58:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kymijärvi (14.164.1.001)/Valtakunnallinen sinileväseuranta (Kariston uimaranta)";"60° 58' 43.95"" N, 25° 45' 4.93"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-06-21T12:44:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Haapajärvi (06.022.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 25.14"" N, 28° 18' 9.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-21T16:59:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Vesijärvi (14.241.1.001)/Metsätie 105, 16730 Kutajärvi";"61° 6' 21.29"" N, 25° 28' 47.91"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-06-21T17:10:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Heikko tuuli tuonut rantaan runsaasti sinilevää."
"Lohjanjärvi (23.021.1.001)/Valtakunnallinen sinileväseuranta (Aurlahden uimaranta)";"60° 14' 51.00"" N, 24° 3' 9.72"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-22T08:00:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"rannassa paksuhko kaistele, sis. myös siitepölyä ja viherlevää; syvemmällä levähippusia; NS 1,0 m, ilman lt 17 °C, veden lt 19,4 °C, pilv n. 3/8, tuuli 3 m/s, tuulen suunta SW"
"Särkijärvi (35.242.1.015)/Kalamajantien veneranta";"61° 27' 10.50"" N, 23° 48' 27.33"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-22T10:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Särkijärvi (35.242.1.015)/Särkijärven uimaranta";"61° 27' 3.42"" N, 23° 49' 0.58"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-22T17:05:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappajärvi (47.031.1.001)/Myllyniemi";"63° 15' 9.70"" N, 23° 39' 9.35"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-22T20:58:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappajärvi (47.031.1.001)/Kivitipun uimaranta";"63° 14' 48.67"" N, 23° 38' 37.90"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-23T16:30:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Rannassa runsaasti levälauttaa."
"Luodonjärvi (99.110.1.001)/Havaintopaikka 2";"63° 45' 36.58"" N, 22° 54' 50.39"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-23T20:41:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Paljavesi (04.112.1.436)/Havaintopaikka 1";"61° 34' 2.28"" N, 27° 31' 7.44"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-23T22:34:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Puula (14.923.1.001)/Otavan Uimaranta";"61° 39' 2.77"" N, 27° 3' 47.16"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-24T12:29:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lummenne (35.784.1.033)/Uitinsalmi";"61° 30' 38.42"" N, 25° 3' 4.36"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-24T13:04:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Ranta täynnä levää ja homeinen haju rannassa."
"Orivesi (Saimaa) (04.311.1.001)/Hevonlahti";"62° 7' 1.51"" N, 29° 54' 47.77"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2022-06-24T14:43:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Osa sinilevästä on vihreää, osa jo kirkkaan turkoosia."
"Kyyvesi (14.932.1.001)/Rukkune";"62° 6' 53.88"" N, 27° 3' 15.22"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-24T16:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappajärvi (47.031.1.001)/Selkä";"63° 14' 12.95"" N, 23° 39' 5.38"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-24T18:15:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Päijänne (yhd.)/Salmi Karhusaari-Kähäri";"61° 30' 20.93"" N, 25° 29' 56.87"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T09:15:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kivijärvi (14.192.1.001)/Tuhkaniemi";"61° 0' 57.87"" N, 27° 43' 44.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T10:07:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Orivesi (Saimaa) (04.311.1.001)/Raunioniemi";"62° 10' 29.15"" N, 29° 52' 6.89"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T12:02:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Vesijärvi (14.241.1.001)/Vehkosaaren lounaisranta";"61° 6' 58.62"" N, 25° 27' 43.44"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T12:27:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Etelätuuli toi Laitialanselällä sinilevää Vehkosaaren rantaan päin."
"Kemijärvi (yhd.)/Ulkuniemi, uimaranta";"66° 30' 48.84"" N, 27° 15' 14.14"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T13:18:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Rannalla leväkertymää."
"Kuralanjärvi (95.110.1.012)/Kuralanjärvi";"60° 23' 32.97"" N, 21° 52' 15.53"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T14:30:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Tehty BlueGreenTest"
"Saimaa (04.112.1.001)/Utrasaari";"61° 5' 44.41"" N, 28° 17' 44.11"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T17:09:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Sinilevähippuja rannassa. Tuulen vire ja kapean salmen virtaus estävät levää kasautumasta helpommin havaittavaksi lautaksi. Hippuja on todella paljon. Vesilasitesti on tehty."
"Vanajavesi (yhd.)/Kuhanselkä, Mälkiäinen";"61° 11' 56.19"" N, 24° 16' 0.88"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-25T18:31:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kukkia (35.781.1.002)/Rihanselkä Martanlahti";"61° 21' 36.04"" N, 24° 40' 41.86"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T10:13:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Vesijärvi (14.241.1.001)/Paimelan uimaranta";"61° 5' 39.97"" N, 25° 37' 49.19"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T12:21:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Ukonvesi (Saimaa) (04.151.1.001)/Koivukummunpolku";"61° 36' 36.50"" N, 27° 16' 29.62"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T12:34:00;2;;-;"Kokeneen käyttäjän ylläpitämä";"BlueGreenTestin mukaan vedessä on maksamyrkkyjä. Levä nousee lasissa pintaan."
"Lohjanjärvi (23.021.1.001)/Kirkkovuori";"60° 15' 32.75"" N, 23° 54' 25.97"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T14:56:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
Bengtsår/Båtvik;"59° 58' 27.04"" N, 23° 10' 55.64"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T15:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Kopinsalmi";"61° 11' 9.15"" N, 28° 7' 9.10"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T15:59:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Hakkenpää - Tuulvesi/Kaidanmaa";"60° 39' 32.14"" N, 21° 23' 4.87"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-26T23:16:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Keipsalo/Rotarien sinileväseuranta (Stora Småholmen)";"60° 24' 8.20"" N, 25° 41' 20.28"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T08:37:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Tyyntä, Aurinkoista lämpötila +22 vedenkorkeus - 2 cn"
"Vesijärvi (14.241.1.001)/Teivaan satama";"60° 59' 25.23"" N, 25° 38' 35.12"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T09:30:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Rikkavesi (04.721.1.001)/Kotalahti";"62° 51' 44.90"" N, 28° 46' 45.93"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T11:59:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (34.031.1.001)/Alhonranta";"61° 0' 29.14"" N, 22° 22' 38.18"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T12:25:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lappajärvi (47.031.1.001)/Valtakunnallinen sinileväseuranta (Kivitippu)";"63° 14' 50.64"" N, 23° 38' 37.32"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T12:30:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kotajärvi (14.198.1.003)/Kuukanniemen uimaranta";"61° 4' 38.99"" N, 27° 55' 55.47"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T12:42:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Iisvesi - Virmasvesi - Rasvanki (14.722.1.001)/Tervonsalmen venesatama";"62° 57' 30.39"" N, 26° 45' 32.17"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T12:46:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Haukipudas - Martinniemi - Räinänlahti/Mustaniemenlahti";"65° 10' 23.30"" N, 25° 16' 10.64"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T14:51:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Arposenniemi, Joutseno";"61° 9' 0.49"" N, 28° 31' 6.62"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T15:52:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (34.031.1.001)/Havaintopaikka 9";"61° 3' 34.51"" N, 22° 17' 23.30"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T17:10:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kotajärvi (14.198.1.003)/Havaintopaikka 1";"61° 4' 15.26"" N, 27° 55' 49.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T18:43:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Ajoittain runsaasti riippuen tuulen suunnasta."
"Pyhäjärvi (34.031.1.001)/Pyhäjoki";"61° 1' 32.09"" N, 22° 22' 37.28"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T20:40:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Jaurakaisjärvi (60.065.1.001)/Havaintopaikka 1";"65° 12' 3.62"" N, 26° 53' 47.74"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-27T23:03:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten sisäsaaristovedet/Rotarien sinileväseuranta (Lilltervo, Djupsundet)";"60° 13' 40.37"" N, 22° 12' 36.11"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-28T11:15:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Puula (14.923.1.001)/Otraniemi";"61° 55' 21.96"" N, 26° 50' 49.70"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2022-06-28T14:34:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Haapajärvi (06.022.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 25.14"" N, 28° 18' 9.76"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2022-06-28T17:52:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Kirkkojärvi (35.713.1.022)/Valtakunnallinen sinileväseuranta";"61° 27' 16.56"" N, 24° 2' 33.00"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2022-06-29T09:00:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
