Havaintopaikka;Koordinaatit;ELY-keskus;Päivämäärä;LevätilanneNum;LevätilanneTxt;Seuranta;Ylläpito;Lisätiedot
"Limajärvi (14.674.1.014)/Kompanniemi";"62° 54' 1.36"" N, 24° 23' 20.82"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-05T10:54:10;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (35.211.1.001)/Hulausjärvi";"61° 17' 4.92"" N, 23° 44' 2.04"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-06T07:44:44;3;;-;"Tavallisen käyttäjän ylläpitämä";Tiedosto:Hulaus.jpg
"Ii - Olhava - Taipale/Valtakunnallinen sinileväseuranta (Iin Pirttiperä)";"65° 30' 55.19"" N, 25° 15' 58.92"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-06T09:38:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
Suvisaaristo-Lauttasaari/Nuottaniemi;"60° 8' 32.96"" N, 24° 44' 19.51"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-07T11:15:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten ja Nauvon välinen vesialue/Mankhol";"60° 12' 47.41"" N, 22° 6' 4.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-13T19:02:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Aamuisin laajoja levälauttoja rannassa, hajoavat iltaan mennessä"
"Iso- ja Pikku-Nauvon vesialue/Nauvon pappilanlahti";"60° 12' 3.34"" N, 21° 54' 7.80"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-14T12:54:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Nauvon pappilanlahti";"60° 12' 3.33"" N, 21° 54' 9.51"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-14T14:52:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Nauvon pappilanlahti";"60° 12' 3.74"" N, 21° 54' 10.09"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-14T15:07:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso- ja Pikku-Nauvon vesialue/Nauvon pappilanlahti";"60° 12' 4.27"" N, 21° 54' 10.82"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-14T15:11:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Mäyhäjärvi (35.250.1.001)/Leponokka";"61° 17' 2.21"" N, 23° 51' 47.14"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-14T18:51:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Koko järvi täysin vihreänä hiutaleista ja ruoholauttoja on kaikkialla"
"Vampulan - Alastaron alue (35.914)/Tammiaisten silta";"60° 59' 21.54"" N, 22° 50' 28.18"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-14T21:06:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Koko joen pinta täynnä levää, lauttoja syntynyt"
"Enäjärvi (22.005.1.001)/Enäranta";"60° 20' 15.18"" N, 24° 20' 29.43"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-15T09:09:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Enäjärvi (22.005.1.001)/Enäjärvi (Ojakkalan uimaranta)";"60° 21' 51.17"" N, 24° 24' 32.29"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-15T09:21:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Ala-Salmijärvi (04.619.1.002)/Ilmakuvat";"62° 58' 40.12"" N, 28° 17' 41.06"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-07-15T13:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkkojärvi Vihti kk";"60° 24' 57.20"" N, 24° 18' 53.95"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-24T08:26:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Rysätarha";"60° 22' 46.18"" N, 24° 16' 26.24"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-24T09:48:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkkojärvi Vihti kk";"60° 24' 54.62"" N, 24° 18' 59.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-25T11:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkkojärvi Vihti kk";"60° 24' 58.82"" N, 24° 18' 50.24"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-25T11:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Tervanokan uimaranta";"60° 27' 48.17"" N, 25° 4' 51.68"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-26T15:46:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Isojärvi (14.263.1.001)/Salakkalahti";"61° 42' 35.39"" N, 25° 3' 24.27"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-26T16:45:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Mäyhäjärvi (35.250.1.001)/Leponokka";"61° 17' 2.21"" N, 23° 51' 47.14"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-26T19:02:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Järvi on muuttunut täysin vihreäksi..."
"Velkuan - Iniön välisaaristo/Leklot, Parainen";"60° 19' 53.81"" N, 21° 23' 49.34"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-07-26T22:37:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pyhäjärvi (16.003.1.001)/Pyykkiniekan uimaranta";"60° 44' 21.67"" N, 26° 5' 37.27"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2021-07-27T08:05:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kylänjärvi (18.043.1.006)/Uimaranta";"60° 49' 0.61"" N, 25° 37' 57.30"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2021-07-27T10:02:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Halosenniemi)";"60° 26' 8.52"" N, 25° 3' 20.78"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-27T11:35:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Vanhankylänniemi)";"60° 27' 3.40"" N, 25° 3' 8.86"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-27T11:35:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Tervanokka)";"60° 27' 45.36"" N, 25° 4' 57.39"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-07-27T11:36:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pielinen (04.411.1.001)/Havaintopaikka 7";"63° 13' 37.87"" N, 29° 20' 33.77"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-07-27T19:53:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Aalisjärvi (67.954.1.001)/Havaintopaikka";"67° 0' 25.37"" N, 24° 31' 36.26"" E";"Lapin elinkeino-, liikenne- ja ympäristökeskus";2021-07-28T15:15:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Tervanokka)";"60° 27' 45.36"" N, 25° 4' 57.39"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-05T10:00:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Tuusulanjärvi (21.082.1.001)/Valtakunnallinen sinileväseuranta (Vanhankylänniemi)";"60° 27' 3.40"" N, 25° 3' 8.86"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-05T10:30:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Suuri-Onkamo (04.372.1.001)/Piranniemi";"62° 18' 37.44"" N, 29° 59' 16.12"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-08-06T09:27:00;3;;-;"Asiantuntijan ylläpitämä";
"Ruokojärvi (59.694.1.001)/Jumaliskylänkoulun ranta";"64° 42' 26.40"" N, 29° 12' 43.24"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-08-06T20:48:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkkojärvi Vihti kk";"60° 24' 57.02"" N, 24° 18' 54.04"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-08T14:45:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kuusiston salmet ja Piikkiönlahti/Rävnäs";"60° 22' 30.98"" N, 22° 23' 32.93"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-08-10T11:35:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kirkkojärvi (95.110.1.020)/Valtakunnallinen sinileväseuranta (Rymättylän Kirkkojärvi)";"60° 22' 15.30"" N, 21° 55' 58.83"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-08-11T12:32:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkkojärvi Vihti kk";"60° 24' 57.24"" N, 24° 18' 54.51"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-11T16:01:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Koko kirkonkylän ranta-alue aina Kirkkoniemeen ja Olkkalajoen suulle asti haisee erittäin voimakkaasti viemärille. Järvi suorastaan kuplii paksun levämassan alla."
"Kotkan-Haminan sisäsaaristo/Kuuttinki, eteläranta";"60° 30' 14.85"" N, 27° 5' 43.39"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-08-11T21:31:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Kristiinankaupunki länsi/Rönnskärsfjärden söder om Tjöckön";"62° 17' 58.83"" N, 21° 19' 38.83"" E";"Etelä-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-13T11:30:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Hernerokkainen puuro ja ajautunut rantaan paksuksi kasautumiksi ja leveä lautta"
"Hiidenvesi (23.031.1.001)/Papinniemi";"60° 21' 8.10"" N, 24° 9' 30.20"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-13T18:49:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Kirkkojärvi Vihti kk";"60° 24' 53.73"" N, 24° 18' 59.84"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-22T17:56:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pirttijärvi (59.142.1.003)/Suvirannantien ranta";"64° 56' 13.83"" N, 26° 6' 5.79"" E";"Pohjois-Pohjanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-30T12:37:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Rantavedessä sinertäviäkin kalvoja"
"Pyhäjärvi (35.211.1.001)/Sorvantie 878";"61° 25' 37.83"" N, 23° 22' 41.32"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-08-30T17:30:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Hiidenvesi (23.031.1.001)/Puumanni";"60° 22' 11.11"" N, 24° 15' 41.48"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-09-11T16:33:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Epämiellyttävä haju myös"
"Hiidenvesi (23.031.1.001)/Hannansaari";"60° 21' 0.22"" N, 24° 16' 51.33"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-09-11T16:47:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Epämiellyttävä haju myös"
"Hiidenvesi (23.031.1.001)/Rysätarha";"60° 22' 47.84"" N, 24° 16' 22.85"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-09-12T16:22:00;3;;-;"Tavallisen käyttäjän ylläpitämä";"Epämiellyttävä haju myös"
"Kevätön (04.652.1.026)/Valtakunnallinen sinileväseuranta";"63° 5' 33.72"" N, 27° 36' 55.44"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-09-28T06:23:37;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Levän runsaus havainnointihetkellä 2."
"Suuri-Onkamo (04.372.1.001)/Valtakunnallinen sinileväseuranta (Ruunaluoto)";"62° 20' 17.88"" N, 30° 1' 4.44"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-09-28T15:23:00;3;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";"Suuret alueet levän peittämiä."
Loviisanlahti/Hattom;"60° 23' 56.98"" N, 26° 17' 42.83"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-10-02T12:00:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Pohjois-Airisto - Kotkanaukko/Porhonkallio";"60° 27' 30.58"" N, 21° 56' 14.54"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-10-09T09:45:00;3;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Riutanselkä rannat";"61° 9' 12.85"" N, 27° 58' 18.49"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-05-14T16:24:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Immalanjärvi (04.192.1.001)/Nuosniemi";"61° 12' 43.81"" N, 28° 57' 53.34"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-15T09:39:41;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Huuhtjärvi (14.974.1.009)/Huuhtjärvi";"61° 28' 42.31"" N, 26° 50' 8.40"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-17T12:24:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Valkjärvi (35.823.1.003)/Uimaranta";"60° 49' 28.35"" N, 25° 0' 4.08"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2021-06-17T14:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Orivesi (Saimaa) (04.311.1.001)/Kaakonlahti";"62° 27' 52.15"" N, 29° 26' 39.28"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T10:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Höytämönjärvi (35.242.1.001)/Oivionranta";"61° 25' 14.00"" N, 23° 47' 55.53"" E";"Pirkanmaan elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T14:09:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Immalanjärvi (04.192.1.001)/Havaintopaikka 2";"61° 13' 34.41"" N, 28° 58' 42.46"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T15:16:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Rauhajärvi (14.931.1.002)/Havaintopaikka 1";"61° 54' 1.37"" N, 27° 1' 11.50"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T15:40:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Jääsjärvi (14.821.1.001)/Pääsaarentie";"61° 38' 40.11"" N, 26° 8' 9.46"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T16:30:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Haukivesi (Saimaa) (04.211.1.001)/Harjulahti";"62° 16' 9.51"" N, 27° 57' 18.73"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T17:23:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Lohjanjärvi (23.021.1.001)/Havaintopaikka 5";"60° 17' 22.48"" N, 23° 55' 15.88"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T18:52:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Kotkatniemi";"61° 30' 12.03"" N, 27° 40' 45.20"" E";"Etelä-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-19T19:26:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Pielinen (04.411.1.001)/Jamalinlahti";"63° 20' 7.15"" N, 29° 55' 48.14"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-06-20T08:12:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Immalanjärvi (04.192.1.001)/Raution uimaranta";"61° 14' 8.77"" N, 28° 53' 48.86"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-20T10:23:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Rannalla reilusti levää. Tyyni ilma ajanut levälautan rantaan."
"Kallavesi (yhd.)/Vaajasalo, eteläranta";"62° 53' 45.19"" N, 27° 49' 56.22"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-20T21:23:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Levää ajautuu Ollinselältä rantaan vähäisessä etelätuulessa, jonne muodostuu paksua levälauttaa."
"Iso Pöytjärvi (14.945.1.004)/Pöytjärvi (Jaala, Uimila)";"61° 7' 2.71"" N, 26° 16' 2.86"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-21T08:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Sinileväkertymää järven pinnalla sekä sunnuntai- että maanantai aamulla."
"Kallavesi (yhd.)/Vaajasalo, eteläranta";"62° 53' 45.19"" N, 27° 49' 56.22"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-21T09:34:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Ollinselän sinilevät ajautuneet rantaan etelätuulella (ranta käyttökelvoton sekä uima- että saunavetenä)."
"Sapsojärvet (59.861.1.001)/Hiukan uimaranta";"64° 7' 41.05"" N, 28° 22' 53.63"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-06-21T11:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Sotkamon kunnan Hiukan uimarannalla on havaittu runsaasti sinilevää 21.6.2021"
"Kallavesi (yhd.)/Vaajasalo, eteläranta";"62° 53' 45.19"" N, 27° 49' 56.22"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-21T19:07:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Etelätuulen sekoittama sinilevämassa on samentanut lahden veden laajoilla alueilla."
"Saimaa (04.112.1.001)/Rautniemi";"61° 8' 4.39"" N, 28° 8' 37.30"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T07:21:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Sotkamojärvi (59.821.1.006)/Valtakunnallinen sinileväseuranta";"64° 8' 18.24"" N, 28° 25' 55.56"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T07:25:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Oulujärvi (yhd.)/Petäjäniemi";"64° 21' 26.74"" N, 27° 49' 2.70"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T08:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Paraisten sisäsaaristovedet/Rotarien sinileväseuranta (Lilltervo, Djupsundet)";"60° 13' 40.37"" N, 22° 12' 36.11"" E";"Varsinais-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T08:46:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Urajärvi (14.123.1.001)/Valtakunnallinen sinileväseuranta";"60° 55' 9.12"" N, 26° 23' 11.76"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T10:15:00;2;;"Valtakunnallinen leväseuranta";"Asiantuntijan ylläpitämä";
"Pyhäjärvi (04.391.1.001)/Karinniemi";"61° 53' 26.07"" N, 29° 56' 42.92"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T10:18:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Vaittilan uimaranta";"61° 16' 39.41"" N, 28° 49' 8.42"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T11:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Oulujärvi (yhd.)/Oulujärvi, Mieslahti";"64° 22' 22.52"" N, 27° 54' 17.12"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T11:33:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Rehja - Nuasjärvi (59.811.1.001)/Soikonlahti";"64° 10' 42.04"" N, 27° 52' 19.09"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T11:39:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kallavesi (yhd.)/Brahenpuiston uimaranta";"62° 53' 10.95"" N, 27° 41' 6.53"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T12:10:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Oulujärvi (yhd.)/Neuvosenniemi, Hietakaarto";"64° 18' 34.56"" N, 27° 26' 26.01"" E";"Kainuun elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T13:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Päijänne (yhd.)/Vitikkala";"62° 0' 26.50"" N, 25° 39' 10.74"" E";"Keski-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T13:40:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Kallavesi (yhd.)/Vaajasalo, eteläranta";"62° 53' 45.19"" N, 27° 49' 56.22"" E";"Pohjois-Savon elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T17:08:00;2;;-;"Tavallisen käyttäjän ylläpitämä";"Tilanne kuin 21.6."
"Bengtsår/Raasepori Bromarv Hummeldal";"59° 57' 44.88"" N, 23° 8' 8.31"" E";"Uudenmaan elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T19:00:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Saimaa (04.112.1.001)/Mietinsaari";"61° 12' 31.65"" N, 28° 36' 41.15"" E";"Kaakkois-Suomen elinkeino-, liikenne- ja ympäristökeskus";2021-06-22T19:34:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Orivesi (Saimaa) (04.311.1.001)/Telmonselkä, Halkolahti, 28,802 pohjoista 25,386 itäistä";"62° 28' 52.84"" N, 29° 25' 22.69"" E";"Pohjois-Karjalan elinkeino-, liikenne- ja ympäristökeskus";2021-06-23T09:22:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
"Iso-Kukkanen (14.163.1.001)/Hevosniemen uimaranta";"60° 57' 13.41"" N, 25° 56' 39.13"" E";"Hämeen elinkeino-, liikenne- ja ympäristökeskus";2021-06-23T09:39:00;2;;-;"Tavallisen käyttäjän ylläpitämä";
